"","datum","tijd","Roelalleen","Drealleen","samen","cat","datetime","counter"
"646",2014-12-01,"15:50",0,1,0,"Dre alleen",2014-12-01 15:50:00,1
"647",2014-12-01,"10:11",0,1,0,"Dre alleen",2014-12-01 10:11:00,1
"648",2014-12-01,"08:59",0,1,0,"Dre alleen",2014-12-01 08:59:00,1
"649",2014-12-01,"08:59",0,1,0,"Dre alleen",2014-12-01 08:59:00,1
"650",2014-11-30,"13:05",0,1,0,"Dre alleen",2014-11-30 13:05:00,1
"651",2014-11-30,"10:51",0,1,0,"Dre alleen",2014-11-30 10:51:00,1
"652",2014-11-29,"12:21",0,1,0,"Dre alleen",2014-11-29 12:21:00,1
"653",2014-11-29,"11:01",0,1,0,"Dre alleen",2014-11-29 11:01:00,1
"654",2014-11-28,"10:35",0,1,0,"Dre alleen",2014-11-28 10:35:00,1
"655",2014-11-28,"10:35",0,1,0,"Dre alleen",2014-11-28 10:35:00,1
"656",2014-11-28,"09:12",0,1,0,"Dre alleen",2014-11-28 09:12:00,1
"657",2014-11-27,"09:55",0,1,0,"Dre alleen",2014-11-27 09:55:00,1
"658",2014-11-27,"09:55",0,1,0,"Dre alleen",2014-11-27 09:55:00,1
"659",2014-11-26,"13:13",0,1,0,"Dre alleen",2014-11-26 13:13:00,1
"660",2014-11-26,"13:12",0,1,0,"Dre alleen",2014-11-26 13:12:00,1
"661",2014-11-25,"15:23",0,1,0,"Dre alleen",2014-11-25 15:23:00,1
"662",2014-11-25,"09:07",0,1,0,"Dre alleen",2014-11-25 09:07:00,1
